Juz,Surah,Aayah,pageNum,lineNum,text,Tag,Quarter
2,2,191,29,12,فِیۡہِ ۚ                              فَاِنۡ                              قٰتَلُوۡکُمۡ                             فَاقۡتُلُوۡہُمۡ ؕ                            کَذٰلِکَ                            جَزَآءُ,0,<null>
2,2,191,29,13,الۡکٰفِرِیۡنَ              ﴿۱۹۱﴾,0,<null>
2,2,192,29,13,              فَاِنِ              انۡتَہَوۡا              فَاِنَّ              اللّٰہَ              غَفُوۡرٌ              رَّحِیۡمٌ              ﴿۱۹۲﴾,0,<null>
2,2,193,29,14,وَ                   قٰتِلُوۡہُمۡ                   حَتّٰی                   لَا                  تَکُوۡنَ                  فِتۡنَۃٌ                  وَّ                  یَکُوۡنَ                  الدِّیۡنُ,0,<null>
2,2,193,29,15,لِلّٰہِ ؕ               فَاِنِ               انۡتَہَوۡا               فَلَا               عُدۡوَانَ               اِلَّا               عَلَی               الظّٰلِمِیۡنَ               ﴿۱۹۳﴾,0,<null>
2,2,194,30,1,اَلشَّہۡرُ               الۡحَرَامُ               بِالشَّہۡرِ               الۡحَرَامِ               وَ              الۡحُرُمٰتُ              قِصَاصٌ ؕ              فَمَنِ,0,<null>
2,2,194,30,2,اعۡتَدٰی             عَلَیۡکُمۡ             فَاعۡتَدُوۡا             عَلَیۡہِ             بِمِثۡلِ            مَا            اعۡتَدٰی           عَلَیۡکُمۡ ۪,0,<null>
2,2,194,30,3,وَ         اتَّقُوا         اللّٰہَ         وَ         اعۡلَمُوۡۤا        اَنَّ        اللّٰہَ        مَعَ        الۡمُتَّقِیۡنَ        ﴿۱۹۴﴾,0,<null>
2,2,195,30,3,        وَ        اَنۡفِقُوۡا        فِیۡ,0,<null>
2,2,195,30,4,سَبِیۡلِ         اللّٰہِ         وَ         لَا         تُلۡقُوۡا         بِاَیۡدِیۡکُمۡ        اِلَی        التَّہۡلُکَۃِ ۚۖۛ        وَ        اَحۡسِنُوۡا ۚۛ        اِنَّ,0,<null>
2,2,195,30,5,اللّٰہَ         یُحِبُّ         الۡمُحۡسِنِیۡنَ         ﴿۱۹۵﴾,0,<null>
2,2,196,30,5,         وَ         اَتِمُّوا         الۡحَجَّ         وَ         الۡعُمۡرَۃَ         لِلّٰہِ ؕ         فَاِنۡ,0,<null>
2,2,196,30,6,اُحۡصِرۡتُمۡ          فَمَا          اسۡتَیۡسَرَ          مِنَ          الۡہَدۡیِ ۚ         وَ        لَا        تَحۡلِقُوۡا        رُءُوۡسَکُمۡ        حَتّٰی,0,<null>
2,2,196,30,7,یَبۡلُغَ         الۡہَدۡیُ         مَحِلَّہٗ ؕ         فَمَنۡ         کَانَ         مِنۡکُمۡ         مَّرِیۡضًا         اَوۡ         بِہٖۤ        اَذًی       مِّنۡ,0,<null>
2,2,196,30,8,رَّاۡسِہٖ           فَفِدۡیَۃٌ           مِّنۡ           صِیَامٍ           اَوۡ           صَدَقَۃٍ           اَوۡ          نُسُکٍ ۚ         فَاِذَاۤ         اَمِنۡتُمۡ ٝ,0,<null>
2,2,196,30,9,فَمَنۡ          تَمَتَّعَ          بِالۡعُمۡرَۃِ          اِلَی          الۡحَجِّ          فَمَا         اسۡتَیۡسَرَ         مِنَ         الۡہَدۡیِ ۚ         فَمَنۡ,0,<null>
2,2,196,30,10,لَّمۡ         یَجِدۡ         فَصِیَامُ         ثَلٰثَۃِ        اَیَّامٍ       فِی       الۡحَجِّ       وَ       سَبۡعَۃٍ       اِذَا       رَجَعۡتُمۡ ؕ       تِلۡکَ,0,<null>
2,2,196,30,11,عَشَرَۃٌ              کَامِلَۃٌ ؕ              ذٰلِکَ              لِمَنۡ             لَّمۡ            یَکُنۡ            اَہۡلُہٗ            حَاضِرِی            الۡمَسۡجِدِ,0,<null>
2,2,196,30,12,الۡحَرَامِ ؕ       وَ       اتَّقُوا       اللّٰہَ       وَ       اعۡلَمُوۡۤا       اَنَّ      اللّٰہَ      شَدِیۡدُ      الۡعِقَابِ      ٪﴿۱۹۶﴾,0,<null>
2,2,197,30,12,      اَلۡحَجُّ,0,<null>
2,2,197,30,13,اَشۡہُرٌ        مَّعۡلُوۡمٰتٌ ۚ        فَمَنۡ        فَرَضَ        فِیۡہِنَّ        الۡحَجَّ        فَلَا        رَفَثَ        وَ       لَا      فُسُوۡقَ ۙ,0,<null>
2,2,197,30,14,وَ       لَا       جِدَالَ       فِی       الۡحَجِّ ؕ       وَ      مَا      تَفۡعَلُوۡا     مِنۡ     خَیۡرٍ     یَّعۡلَمۡہُ     اللّٰہُ ؕؔ     وَ     تَزَوَّدُوۡا,0,<null>
2,2,197,30,15,فَاِنَّ               خَیۡرَ               الزَّادِ               التَّقۡوٰی ۫              وَ              اتَّقُوۡنِ             یٰۤاُولِی             الۡاَلۡبَابِ             ﴿۱۹۷﴾,0,<null>
2,2,198,31,1,لَیۡسَ                   عَلَیۡکُمۡ                   جُنَاحٌ                   اَنۡ                  تَبۡتَغُوۡا                  فَضۡلًا                  مِّنۡ                  رَّبِّکُمۡ ؕ,0,<null>
2,2,198,31,2,فَاِذَاۤ                          اَفَضۡتُمۡ                          مِّنۡ                          عَرَفٰتٍ                          فَاذۡکُرُوا                         اللّٰہَ                         عِنۡدَ,0,<null>
2,2,198,31,3,الۡمَشۡعَرِ                     الۡحَرَامِ ۪                     وَ                     اذۡکُرُوۡہُ                     کَمَا                    ہَدٰىکُمۡ ۚ                    وَ                    اِنۡ,0,<null>
2,2,198,31,4,کُنۡتُمۡ                 مِّنۡ                 قَبۡلِہٖ                لَمِنَ               الضَّآلِّیۡنَ               ﴿۱۹۸﴾,0,<null>
2,2,199,31,4,               ثُمَّ               اَفِیۡضُوۡا               مِنۡ,0,<null>
2,2,199,31,5,حَیۡثُ                    اَفَاضَ                    النَّاسُ                    وَ                    اسۡتَغۡفِرُوا                   اللّٰہَ ؕ                   اِنَّ                   اللّٰہَ,0,<null>
2,2,199,31,6,غَفُوۡرٌ                                رَّحِیۡمٌ                                ﴿۱۹۹﴾,0,<null>
2,2,200,31,6,                               فَاِذَا                               قَضَیۡتُمۡ                              مَّنَاسِکَکُمۡ,0,<null>
2,2,200,31,7,فَاذۡکُرُوا                   اللّٰہَ                   کَذِکۡرِکُمۡ                   اٰبَآءَکُمۡ                   اَوۡ                   اَشَدَّ                  ذِکۡرًا ؕ                  فَمِنَ,0,<null>
2,2,200,31,8,النَّاسِ                     مَنۡ                     یَّقُوۡلُ                     رَبَّنَاۤ                   اٰتِنَا                   فِی                   الدُّنۡیَا                   وَ                   مَا,0,<null>
2,2,200,31,9,لَہٗ               فِی               الۡاٰخِرَۃِ               مِنۡ               خَلَاقٍ               ﴿۲۰۰﴾,0,<null>
2,2,201,31,9,               وَ               مِنۡہُمۡ               مَّنۡ               یَّقُوۡلُ,0,<null>
2,2,201,31,10,رَبَّنَاۤ               اٰتِنَا               فِی               الدُّنۡیَا               حَسَنَۃً               وَّ               فِی               الۡاٰخِرَۃِ               حَسَنَۃً               وَّ,0,<null>
2,2,201,31,11,قِنَا              عَذَابَ              النَّارِ              ﴿۲۰۱﴾,0,<null>
2,2,202,31,11,              اُولٰٓئِکَ              لَہُمۡ             نَصِیۡبٌ             مِّمَّا             کَسَبُوۡا ؕ,0,<null>
2,2,202,31,12,وَ                    اللّٰہُ                    سَرِیۡعُ                    الۡحِسَابِ                   ﴿۲۰۲﴾,0,<null>
2,2,203,31,12,                  وَ                  اذۡکُرُوا                  اللّٰہَ                  فِیۡۤ,0,<null>
2,2,203,31,13,اَیَّامٍ                    مَّعۡدُوۡدٰتٍ ؕ                    فَمَنۡ                    تَعَجَّلَ                   فِیۡ                   یَوۡمَیۡنِ                   فَلَاۤ                   اِثۡمَ,0,<null>
2,2,203,31,14,عَلَیۡہِ ۚ                        وَ                        مَنۡ                        تَاَخَّرَ                        فَلَاۤ                       اِثۡمَ                       عَلَیۡہِ ۙ                       لِمَنِ,0,<null>
2,2,203,31,15,اتَّقٰی ؕ             وَ             اتَّقُوا             اللّٰہَ             وَ             اعۡلَمُوۡۤا             اَنَّکُمۡ             اِلَیۡہِ             تُحۡشَرُوۡنَ            ﴿۲۰۳﴾,0,<null>
2,2,204,32,1,وَ          مِنَ          النَّاسِ          مَنۡ          یُّعۡجِبُکَ          قَوۡلُہٗ          فِی          الۡحَیٰوۃِ          الدُّنۡیَا          وَ        یُشۡہِدُ,0,<null>
2,2,204,32,2,اللّٰہَ        عَلٰی        مَا       فِیۡ       قَلۡبِہٖ ۙ       وَ       ہُوَ       اَلَدُّ       الۡخِصَامِ       ﴿۲۰۴﴾,0,<null>
2,2,205,32,2,       وَ       اِذَا       تَوَلّٰی       سَعٰی,0,<null>
2,2,205,32,3,فِی          الۡاَرۡضِ          لِیُفۡسِدَ          فِیۡہَا          وَ          یُہۡلِکَ          الۡحَرۡثَ          وَ          النَّسۡلَ ؕ          وَ         اللّٰہُ,0,<null>
2,2,205,32,4,لَا             یُحِبُّ             الۡفَسَادَ             ﴿۲۰۵﴾,0,<null>
2,2,206,32,4,            وَ            اِذَا            قِیۡلَ            لَہُ            اتَّقِ           اللّٰہَ           اَخَذَتۡہُ,0,<null>
2,2,206,32,5,الۡعِزَّۃُ           بِالۡاِثۡمِ           فَحَسۡبُہٗ           جَہَنَّمُ ؕ           وَ           لَبِئۡسَ           الۡمِہَادُ           ﴿۲۰۶﴾,0,<null>
2,2,207,32,5,          وَ         مِنَ,0,<null>
2,2,207,32,6,النَّاسِ                  مَنۡ                  یَّشۡرِیۡ                  نَفۡسَہُ                  ابۡتِغَآءَ                  مَرۡضَاتِ                 اللّٰہِ ؕ                 وَ,0,<null>
2,2,207,32,7,اللّٰہُ                        رَءُوۡفٌۢ                        بِالۡعِبَادِ                        ﴿۲۰۷﴾,0,<null>
2,2,208,32,7,                       یٰۤاَیُّہَا                       الَّذِیۡنَ                       اٰمَنُوا,0,<null>
2,2,208,32,8,ادۡخُلُوۡا                       فِی                       السِّلۡمِ                      کَآفَّۃً ۪                      وَ                     لَا                     تَتَّبِعُوۡا                     خُطُوٰتِ,0,<null>
2,2,208,32,9,الشَّیۡطٰنِ ؕ               اِنَّہٗ               لَکُمۡ               عَدُوٌّ               مُّبِیۡنٌ               ﴿۲۰۸﴾,0,<null>
2,2,209,32,9,               فَاِنۡ               زَلَلۡتُمۡ              مِّنۡۢ,0,<null>
2,2,209,32,10,بَعۡدِ                   مَا                   جَآءَتۡکُمُ                   الۡبَیِّنٰتُ                   فَاعۡلَمُوۡۤا                   اَنَّ                   اللّٰہَ                  عَزِیۡزٌ,0,<null>
2,2,209,32,11,حَکِیۡمٌ                  ﴿۲۰۹﴾,0,<null>
2,2,210,32,11,                  ہَلۡ                 یَنۡظُرُوۡنَ                 اِلَّاۤ                 اَنۡ                 یَّاۡتِیَہُمُ                 اللّٰہُ                فِیۡ,0,<null>
2,2,210,32,12,ظُلَلٍ                      مِّنَ                      الۡغَمَامِ                      وَ                      الۡمَلٰٓئِکَۃُ                      وَ                     قُضِیَ                     الۡاَمۡرُ ؕ,0,<null>
2,2,210,32,13,وَ              اِلَی              اللّٰہِ              تُرۡجَعُ              الۡاُمُوۡرُ              ٪﴿۲۱۰﴾,0,<null>
2,2,211,32,13,              سَلۡ              بَنِیۡۤ             اِسۡرَآءِیۡلَ             کَمۡ,0,<null>
2,2,211,32,14,اٰتَیۡنٰہُمۡ                  مِّنۡ                  اٰیَۃٍۭ                  بَیِّنَۃٍ ؕ                 وَ                 مَنۡ                 یُّبَدِّلۡ                نِعۡمَۃَ                اللّٰہِ,0,<null>
2,2,211,32,15,مِنۡۢ                بَعۡدِ                مَا                جَآءَتۡہُ                فَاِنَّ                اللّٰہَ                شَدِیۡدُ               الۡعِقَابِ              ﴿۲۱۱﴾,0,<null>
2,2,212,33,1,زُیِّنَ             لِلَّذِیۡنَ             کَفَرُوا             الۡحَیٰوۃُ             الدُّنۡیَا            وَ            یَسۡخَرُوۡنَ           مِنَ           الَّذِیۡنَ,0,<null>
2,2,212,33,2,اٰمَنُوۡا ۘ             وَ             الَّذِیۡنَ             اتَّقَوۡا             فَوۡقَہُمۡ           یَوۡمَ           الۡقِیٰمَۃِ ؕ           وَ           اللّٰہُ           یَرۡزُقُ,0,<null>
2,2,212,33,3,مَنۡ              یَّشَآءُ              بِغَیۡرِ              حِسَابٍ              ﴿۲۱۲﴾,0,<null>
2,2,213,33,3,             کَانَ            النَّاسُ            اُمَّۃً            وَّاحِدَۃً ۟,0,<null>
2,2,213,33,4,فَبَعَثَ             اللّٰہُ             النَّبِیّٖنَ             مُبَشِّرِیۡنَ             وَ            مُنۡذِرِیۡنَ ۪            وَ            اَنۡزَلَ           مَعَہُمُ,0,<null>
2,2,213,33,5,الۡکِتٰبَ                      بِالۡحَقِّ                      لِیَحۡکُمَ                      بَیۡنَ                      النَّاسِ                     فِیۡمَا                    اخۡتَلَفُوۡا,0,<null>
2,2,213,33,6,فِیۡہِ ؕ            وَ            مَا            اخۡتَلَفَ            فِیۡہِ            اِلَّا            الَّذِیۡنَ            اُوۡتُوۡہُ            مِنۡۢ           بَعۡدِ           مَا,0,<null>
2,2,213,33,7,جَآءَتۡہُمُ              الۡبَیِّنٰتُ              بَغۡیًۢا              بَیۡنَہُمۡ ۚ              فَہَدَی              اللّٰہُ             الَّذِیۡنَ            اٰمَنُوۡا,0,<null>
2,2,213,33,8,لِمَا         اخۡتَلَفُوۡا         فِیۡہِ         مِنَ         الۡحَقِّ         بِـاِذۡنِہٖ ؕ         وَ         اللّٰہُ         یَہۡدِیۡ         مَنۡ        یَّشَآءُ,0,<null>
2,2,213,33,9,اِلٰی            صِرَاطٍ            مُّسۡتَقِیۡمٍ            ﴿۲۱۳﴾,0,<null>
2,2,214,33,9,            اَمۡ           حَسِبۡتُمۡ           اَنۡ          تَدۡخُلُوا          الۡجَنَّۃَ          وَ,0,<null>
2,2,214,33,10,لَمَّا                  یَاۡتِکُمۡ                  مَّثَلُ                  الَّذِیۡنَ                  خَلَوۡا                 مِنۡ                 قَبۡلِکُمۡ ؕ                مَسَّتۡہُمُ,0,<null>
2,2,214,33,11,الۡبَاۡسَآءُ                     وَ                     الضَّرَّآءُ                    وَ                    زُلۡزِلُوۡا                    حَتّٰی                    یَقُوۡلَ                    الرَّسُوۡلُ,0,<null>
2,2,214,33,12,وَ             الَّذِیۡنَ             اٰمَنُوۡا             مَعَہٗ             مَتٰی             نَصۡرُ             اللّٰہِ ؕ            اَلَاۤ           اِنَّ           نَصۡرَ           اللّٰہِ,0,<null>
2,2,214,33,13,قَرِیۡبٌ           ﴿۲۱۴﴾,0,<null>
2,2,215,33,13,           یَسۡـَٔلُوۡنَکَ           مَا           ذَا          یُنۡفِقُوۡنَ ۬ؕ          قُلۡ          مَاۤ          اَنۡفَقۡتُمۡ          مِّنۡ,0,<null>
2,2,215,33,14,خَیۡرٍ             فَلِلۡوَالِدَیۡنِ             وَ             الۡاَقۡرَبِیۡنَ             وَ           الۡیَتٰمٰی           وَ           الۡمَسٰکِیۡنِ           وَ           ابۡنِ‌,0,<null>
2,2,215,33,15,السَّبِیۡلِ ؕ           وَ           مَا           تَفۡعَلُوۡا           مِنۡ           خَیۡرٍ           فَاِنَّ          اللّٰہَ          بِہٖ          عَلِیۡمٌ         ﴿۲۱۵﴾,0,<null>
2,2,216,34,1,کُتِبَ        عَلَیۡکُمُ        الۡقِتَالُ        وَ        ہُوَ        کُرۡہٌ        لَّکُمۡ ۚ        وَ        عَسٰۤی        اَنۡ        تَکۡرَہُوۡا        شَیۡئًا,0,<null>
2,2,216,34,2,وَّ        ہُوَ        خَیۡرٌ        لَّکُمۡ ۚ        وَ        عَسٰۤی       اَنۡ       تُحِبُّوۡا       شَیۡئًا       وَّ       ہُوَ       شَرٌّ       لَّکُمۡ ؕ       وَ      اللّٰہُ,0,<null>
2,2,216,34,3,یَعۡلَمُ            وَ            اَنۡتُمۡ            لَا           تَعۡلَمُوۡنَ          ٪﴿۲۱۶﴾,0,<null>
2,2,217,34,3,          یَسۡـَٔلُوۡنَکَ          عَنِ          الشَّہۡرِ          الۡحَرَامِ,0,<null>
2,2,217,34,4,قِتَالٍ         فِیۡہِ ؕ         قُلۡ         قِتَالٌ         فِیۡہِ         کَبِیۡرٌ ؕ         وَ         صَدٌّ         عَنۡ         سَبِیۡلِ        اللّٰہِ        وَ,0,<null>
2,2,217,34,5,کُفۡرٌۢ           بِہٖ           وَ           الۡمَسۡجِدِ           الۡحَرَامِ ٭           وَ          اِخۡرَاجُ          اَہۡلِہٖ          مِنۡہُ          اَکۡبَرُ          عِنۡدَ,0,<null>
2,2,217,34,6,اللّٰہِ ۚ            وَ            الۡفِتۡنَۃُ            اَکۡبَرُ            مِنَ           الۡقَتۡلِ ؕ           وَ           لَا           یَزَالُوۡنَ           یُقَاتِلُوۡنَکُمۡ,0,<null>
2,2,217,34,7,حَتّٰی               یَرُدُّوۡکُمۡ               عَنۡ               دِیۡنِکُمۡ              اِنِ              اسۡتَطَاعُوۡا ؕ              وَ              مَنۡ             یَّرۡتَدِدۡ,0,<null>
2,2,217,34,8,مِنۡکُمۡ                 عَنۡ                 دِیۡنِہٖ                 فَیَمُتۡ                وَ                ہُوَ                کَافِرٌ               فَاُولٰٓئِکَ               حَبِطَتۡ,0,<null>
2,2,217,34,9,اَعۡمَالُہُمۡ               فِی               الدُّنۡیَا               وَ               الۡاٰخِرَۃِ ۚ             وَ             اُولٰٓئِکَ             اَصۡحٰبُ             النَّارِ ۚ,0,<null>
2,2,217,34,10,ہُمۡ            فِیۡہَا            خٰلِدُوۡنَ            ﴿۲۱۷﴾,0,<null>
2,2,218,34,10,           اِنَّ           الَّذِیۡنَ           اٰمَنُوۡا           وَ          الَّذِیۡنَ          ہَاجَرُوۡا,0,<null>
2,2,218,34,11,وَ               جٰہَدُوۡا               فِیۡ               سَبِیۡلِ             اللّٰہِ ۙ             اُولٰٓئِکَ             یَرۡجُوۡنَ             رَحۡمَتَ             اللّٰہِ ؕ,0,<null>
2,2,218,34,12,وَ             اللّٰہُ             غَفُوۡرٌ             رَّحِیۡمٌ            ﴿۲۱۸﴾,0,<null>
2,2,219,34,12,           یَسۡـَٔلُوۡنَکَ           عَنِ           الۡخَمۡرِ           وَ           الۡمَیۡسِرِ ؕ,0,<null>
2,2,219,34,13,قُلۡ              فِیۡہِمَاۤ              اِثۡمٌ              کَبِیۡرٌ             وَّ             مَنَافِعُ             لِلنَّاسِ ۫             وَ             اِثۡمُہُمَاۤ            اَکۡبَرُ,0,<null>
2,2,219,34,14,مِنۡ               نَّفۡعِہِمَا ؕ               وَ               یَسۡـَٔلُوۡنَکَ              مَا             ذَا             یُنۡفِقُوۡنَ ۬ؕ             قُلِ             الۡعَفۡوَ ؕ,0,<null>
2,2,219,34,15,کَذٰلِکَ                 یُبَیِّنُ                 اللّٰہُ                 لَکُمُ                 الۡاٰیٰتِ                 لَعَلَّکُمۡ                تَتَفَکَّرُوۡنَ               ۙؖ﴿۲۱۹﴾,0,<null>
2,2,220,35,1,فِی            الدُّنۡیَا            وَ           الۡاٰخِرَۃِ ؕ           وَ          یَسۡـَٔلُوۡنَکَ          عَنِ          الۡیَتٰمٰی ؕ          قُلۡ          اِصۡلَاحٌ,0,<null>
2,2,220,35,2,لَّہُمۡ            خَیۡرٌ ؕ            وَ           اِنۡ           تُخَالِطُوۡہُمۡ          فَاِخۡوَانُکُمۡ ؕ          وَ          اللّٰہُ          یَعۡلَمُ          الۡمُفۡسِدَ,0,<null>
2,2,220,35,3,مِنَ       الۡمُصۡلِحِ ؕ       وَ       لَوۡ       شَآءَ       اللّٰہُ      لَاَعۡنَتَکُمۡ ؕ      اِنَّ      اللّٰہَ      عَزِیۡزٌ      حَکِیۡمٌ      ﴿۲۲۰﴾,0,<null>
2,2,221,35,4,وَ          لَا          تَنۡکِحُوا          الۡمُشۡرِکٰتِ          حَتّٰی         یُؤۡمِنَّ ؕ         وَ         لَاَمَۃٌ         مُّؤۡمِنَۃٌ        خَیۡرٌ        مِّنۡ,0,<null>
2,2,221,35,5,مُّشۡرِکَۃٍ          وَّ          لَوۡ          اَعۡجَبَتۡکُمۡ ۚ          وَ         لَا         تُنۡکِحُوا         الۡمُشۡرِکِیۡنَ        حَتّٰی        یُؤۡمِنُوۡا ؕ,0,<null>
2,2,221,35,6,وَ              لَعَبۡدٌ              مُّؤۡمِنٌ              خَیۡرٌ              مِّنۡ            مُّشۡرِکٍ            وَّ            لَوۡ            اَعۡجَبَکُمۡ ؕ            اُولٰٓئِکَ,0,<null>
2,2,221,35,7,یَدۡعُوۡنَ              اِلَی              النَّارِ ۚۖ              وَ              اللّٰہُ             یَدۡعُوۡۤا             اِلَی             الۡجَنَّۃِ            وَ            الۡمَغۡفِرَۃِ,0,<null>
2,2,221,35,8,بِـاِذۡنِہٖ ۚ              وَ              یُبَیِّنُ              اٰیٰتِہٖ             لِلنَّاسِ             لَعَلَّہُمۡ             یَتَذَکَّرُوۡنَ             ٪﴿۲۲۱﴾,0,<null>
2,2,222,35,8,            وَ,0,<null>
2,2,222,35,9,یَسۡـَٔلُوۡنَکَ            عَنِ            الۡمَحِیۡضِ ؕ           قُلۡ           ہُوَ           اَذًی ۙ           فَاعۡتَزِلُوا          النِّسَآءَ          فِی,0,<null>
2,2,222,35,10,الۡمَحِیۡضِ ۙ           وَ           لَا           تَقۡرَبُوۡہُنَّ          حَتّٰی          یَطۡہُرۡنَ ۚ          فَاِذَا          تَطَہَّرۡنَ          فَاۡتُوۡہُنَّ,0,<null>
2,2,222,35,11,مِنۡ             حَیۡثُ             اَمَرَکُمُ             اللّٰہُ ؕ             اِنَّ             اللّٰہَ            یُحِبُّ            التَّوَّابِیۡنَ            وَ           یُحِبُّ,0,<null>
2,2,222,35,12,الۡمُتَطَہِّرِیۡنَ          ﴿۲۲۲﴾,0,<null>
2,2,223,35,12,          نِسَآؤُکُمۡ         حَرۡثٌ         لَّکُمۡ ۪         فَاۡتُوۡا         حَرۡثَکُمۡ         اَنّٰی        شِئۡتُمۡ ۫,0,<null>
2,2,223,35,13,وَ           قَدِّمُوۡا           لِاَنۡفُسِکُمۡ ؕ           وَ           اتَّقُوا           اللّٰہَ           وَ          اعۡلَمُوۡۤا          اَنَّکُمۡ         مُّلٰقُوۡہُ ؕ         وَ,0,<null>
