Juz,Surah,Aayah,pageNum,lineNum,text,Tag,Quarter
1,2,17,3,15,     مَثَلُہُمۡ     کَمَثَلِ     الَّذِی    اسۡتَوۡقَدَ    نَارًا ۚ    فَلَمَّاۤ    اَضَآءَتۡ,0,<null>
1,2,17,3,16,مَا     حَوۡلَہٗ     ذَہَبَ     اللّٰہُ     بِنُوۡرِہِمۡ     وَ     تَرَکَہُمۡ     فِیۡ    ظُلُمٰتٍ    لَّا    یُبۡصِرُوۡنَ    ﴿۱۷﴾,0,<null>
1,2,18,4,1,صُمٌّۢ    بُکۡمٌ    عُمۡیٌ    فَہُمۡ    لَا    یَرۡجِعُوۡنَ    ۙؖ﴿۱۸﴾,0,<null>
1,2,19,4,1,    اَوۡ    کَصَیِّبٍ    مِّنَ    السَّمَآءِ,0,<null>
1,2,19,4,2,فِیۡہِ      ظُلُمٰتٌ      وَّ     رَعۡدٌ     وَّ     بَرۡقٌ ۚ     یَجۡعَلُوۡنَ     اَصَابِعَہُمۡ     فِیۡۤ     اٰذَانِہِمۡ,0,<null>
1,2,19,4,3,مِّنَ     الصَّوَاعِقِ     حَذَرَ     الۡمَوۡتِ ؕ     وَ    اللّٰہُ    مُحِیۡطٌۢ    بِالۡکٰفِرِیۡنَ    ﴿۱۹﴾,0,<null>
1,2,20,4,4,یَکَادُ         الۡبَرۡقُ         یَخۡطَفُ         اَبۡصَارَہُمۡ ؕ         کُلَّمَاۤ        اَضَآءَ        لَہُمۡ        مَّشَوۡا,0,<null>
1,2,20,4,5,فِیۡہِ ٭ۙ      وَ      اِذَاۤ      اَظۡلَمَ      عَلَیۡہِمۡ      قَامُوۡا ؕ      وَ      لَوۡ      شَآءَ      اللّٰہُ     لَذَہَبَ,0,<null>
1,2,20,4,6,بِسَمۡعِہِمۡ      وَ      اَبۡصَارِہِمۡ ؕ     اِنَّ     اللّٰہَ     عَلٰی     کُلِّ     شَیۡءٍ     قَدِیۡرٌ     ٪﴿۲۰﴾,0,<null>
1,2,21,4,7,یٰۤاَیُّہَا      النَّاسُ      اعۡبُدُوۡا      رَبَّکُمُ      الَّذِیۡ      خَلَقَکُمۡ      وَ      الَّذِیۡنَ      مِنۡ,0,<null>
1,2,21,4,8,قَبۡلِکُمۡ     لَعَلَّکُمۡ     تَتَّقُوۡنَ    ۙؖ﴿۲۱﴾,0,<null>
1,2,22,4,8,    الَّذِیۡ    جَعَلَ    لَکُمُ    الۡاَرۡضَ    فِرَاشًا,0,<null>
1,2,22,4,9,وَّ     السَّمَآءَ     بِنَآءً ۪     وَّ     اَنۡزَلَ     مِنَ     السَّمَآءِ     مَآءً     فَاَخۡرَجَ    بِہٖ    مِنَ,0,<null>
1,2,22,4,10,الثَّمَرٰتِ  رِزۡقًا  لَّکُمۡ ۚ  فَلَا  تَجۡعَلُوۡا  لِلّٰہِ  اَنۡدَادًا  وَّ  اَنۡتُمۡ  تَعۡلَمُوۡنَ ﴿۲۲﴾,0,<null>
1,2,23,4,11,وَ    اِنۡ    کُنۡتُمۡ    فِیۡ    رَیۡبٍ    مِّمَّا    نَزَّلۡنَا    عَلٰی   عَبۡدِنَا   فَاۡتُوۡا   بِسُوۡرَۃٍ   مِّنۡ,0,<null>
1,2,23,4,12,مِّثۡلِہٖ ۪ وَ ادۡعُوۡا شُہَدَآءَکُمۡ مِّنۡ دُوۡنِ اللّٰہِ اِنۡ کُنۡتُمۡ صٰدِقِیۡنَ ﴿۲۳﴾,0,<null>
1,2,24,4,13,فَاِنۡ       لَّمۡ       تَفۡعَلُوۡا       وَ       لَنۡ       تَفۡعَلُوۡا       فَاتَّقُوا      النَّارَ      الَّتِیۡ      وَقُوۡدُہَا,0,<null>
1,2,24,4,14,النَّاسُ  وَ  الۡحِجَارَۃُ ۚۖ  اُعِدَّتۡ  لِلۡکٰفِرِیۡنَ  ﴿۲۴﴾,0,<null>
1,2,25,4,14,  وَ  بَشِّرِ  الَّذِیۡنَ  اٰمَنُوۡا,0,<null>
1,2,25,4,15,وَ    عَمِلُوا    الصّٰلِحٰتِ    اَنَّ    لَہُمۡ    جَنّٰتٍ    تَجۡرِیۡ    مِنۡ    تَحۡتِہَا   الۡاَنۡہٰرُ ؕ,0,<null>
1,2,25,4,16,کُلَّمَا      رُزِقُوۡا      مِنۡہَا     مِنۡ     ثَمَرَۃٍ     رِّزۡقًا ۙ     قَالُوۡا     ہٰذَا     الَّذِیۡ     رُزِقۡنَا,0,<null>
1,2,25,5,1,مِنۡ      قَبۡلُ ۙ      وَ      اُتُوۡا      بِہٖ      مُتَشَابِہًا ؕ      وَ      لَہُمۡ      فِیۡہَاۤ      اَزۡوَاجٌ     مُّطَہَّرَۃٌ ٭ۙ,0,<null>
1,2,25,5,2,وَّ      ہُمۡ      فِیۡہَا      خٰلِدُوۡنَ     ﴿۲۵﴾,0,<null>
1,2,26,5,2,     اِنَّ     اللّٰہَ     لَا     یَسۡتَحۡیٖۤ     اَنۡ     یَّضۡرِبَ     مَثَلًا,0,<null>
1,2,26,5,3,مَّا         بَعُوۡضَۃً         فَمَا         فَوۡقَہَا ؕ         فَاَمَّا         الَّذِیۡنَ         اٰمَنُوۡا        فَیَعۡلَمُوۡنَ        اَنَّہُ,0,<null>
1,2,26,5,4,الۡحَقُّ     مِنۡ     رَّبِّہِمۡ ۚ     وَ     اَمَّا     الَّذِیۡنَ     کَفَرُوۡا     فَیَقُوۡلُوۡنَ     مَا     ذَاۤ     اَرَادَ     اللّٰہُ,0,<null>
1,2,26,5,5,بِہٰذَا      مَثَلًا ۘ      یُضِلُّ     بِہٖ     کَثِیۡرًا ۙ     وَّ     یَہۡدِیۡ     بِہٖ     کَثِیۡرًا ؕ     وَ     مَا     یُضِلُّ,0,<null>
1,2,26,5,6,بِہٖۤ       اِلَّا       الۡفٰسِقِیۡنَ       ۙؖ﴿۲۶﴾,0,<null>
1,2,27,5,6,       الَّذِیۡنَ       یَنۡقُضُوۡنَ       عَہۡدَ       اللّٰہِ       مِنۡۢ      بَعۡدِ,0,<null>
1,2,27,5,7,مِیۡثَاقِہٖ ۪       وَ       یَقۡطَعُوۡنَ      مَاۤ      اَمَرَ      اللّٰہُ      بِہٖۤ      اَنۡ      یُّوۡصَلَ      وَ      یُفۡسِدُوۡنَ,0,<null>
1,2,27,5,8,فِی      الۡاَرۡضِ ؕ      اُولٰٓئِکَ      ہُمُ      الۡخٰسِرُوۡنَ      ﴿۲۷﴾,0,<null>
1,2,28,5,8,      کَیۡفَ     تَکۡفُرُوۡنَ     بِاللّٰہِ     وَ,0,<null>
1,2,28,5,9,کُنۡتُمۡ اَمۡوَاتًا فَاَحۡیَاکُمۡ ۚ ثُمَّ یُمِیۡتُکُمۡ ثُمَّ یُحۡیِیۡکُمۡ ثُمَّ اِلَیۡہِ تُرۡجَعُوۡنَ ﴿۲۸﴾,0,<null>
1,2,29,5,10,ہُوَ        الَّذِیۡ        خَلَقَ       لَکُمۡ       مَّا       فِی       الۡاَرۡضِ       جَمِیۡعًا ٭       ثُمَّ       اسۡتَوٰۤی       اِلَی,0,<null>
1,2,29,5,11,السَّمَآءِ    فَسَوّٰىہُنَّ    سَبۡعَ    سَمٰوٰتٍ ؕ    وَ    ہُوَ    بِکُلِّ    شَیۡءٍ    عَلِیۡمٌ    ٪﴿۲۹﴾,0,<null>
1,2,30,5,11,    وَ    اِذۡ,0,<null>
1,2,30,5,12,قَالَ         رَبُّکَ         لِلۡمَلٰٓئِکَۃِ         اِنِّیۡ         جَاعِلٌ         فِی         الۡاَرۡضِ         خَلِیۡفَۃً ؕ         قَالُوۡۤا,0,<null>
1,2,30,5,13,اَتَجۡعَلُ    فِیۡہَا    مَنۡ    یُّفۡسِدُ    فِیۡہَا    وَ    یَسۡفِکُ    الدِّمَآءَ ۚ    وَ    نَحۡنُ    نُسَبِّحُ,0,<null>
1,2,30,5,14,بِحَمۡدِکَ    وَ    نُقَدِّسُ    لَکَ ؕ    قَالَ    اِنِّیۡۤ    اَعۡلَمُ    مَا    لَا    تَعۡلَمُوۡنَ    ﴿۳۰﴾,0,<null>
1,2,31,5,14,    وَ   عَلَّمَ,0,<null>
1,2,31,5,15,اٰدَمَ       الۡاَسۡمَآءَ       کُلَّہَا       ثُمَّ       عَرَضَہُمۡ       عَلَی       الۡمَلٰٓئِکَۃِ ۙ       فَقَالَ      اَنۡۢبِٮُٔوۡنِیۡ,0,<null>
1,2,31,5,16,بِاَسۡمَآءِ    ہٰۤؤُلَآءِ    اِنۡ    کُنۡتُمۡ    صٰدِقِیۡنَ    ﴿۳۱﴾,0,<null>
1,2,32,5,16,    قَالُوۡا    سُبۡحٰنَکَ    لَا    عِلۡمَ   لَنَاۤ,0,<null>
1,2,32,6,1,اِلَّا     مَا     عَلَّمۡتَنَا ؕ     اِنَّکَ     اَنۡتَ     الۡعَلِیۡمُ     الۡحَکِیۡمُ    ﴿۳۲﴾,0,<null>
1,2,33,6,1,    قَالَ    یٰۤاٰدَمُ    اَنۡۢبِئۡہُمۡ,0,<null>
1,2,33,6,2,بِاَسۡمَآئِہِمۡ ۚ          فَلَمَّاۤ          اَنۡۢبَاَہُمۡ          بِاَسۡمَآئِہِمۡ ۙ          قَالَ          اَلَمۡ         اَقُلۡ         لَّکُمۡ         اِنِّیۡۤ,0,<null>
1,2,33,6,3,اَعۡلَمُ       غَیۡبَ       السَّمٰوٰتِ       وَ       الۡاَرۡضِ ۙ      وَ      اَعۡلَمُ      مَا      تُبۡدُوۡنَ      وَ      مَا      کُنۡتُمۡ,0,<null>
1,2,33,6,4,تَکۡتُمُوۡنَ   ﴿۳۳﴾,0,<null>
1,2,34,6,4,   وَ   اِذۡ   قُلۡنَا   لِلۡمَلٰٓئِکَۃِ  اسۡجُدُوۡا  لِاٰدَمَ  فَسَجَدُوۡۤا  اِلَّاۤ  اِبۡلِیۡسَ ؕ,0,<null>
1,2,34,6,5,اَبٰی     وَ     اسۡتَکۡبَرَ ٭۫     وَ     کَانَ    مِنَ    الۡکٰفِرِیۡنَ    ﴿۳۴﴾,0,<null>
1,2,35,6,5,    وَ    قُلۡنَا    یٰۤاٰدَمُ    اسۡکُنۡ    اَنۡتَ,0,<null>
1,2,35,6,6,وَ     زَوۡجُکَ     الۡجَنَّۃَ     وَ     کُلَا     مِنۡہَا     رَغَدًا     حَیۡثُ     شِئۡتُمَا ۪     وَ     لَا     تَقۡرَبَا     ہٰذِہِ,0,<null>
1,2,35,6,7,الشَّجَرَۃَ    فَتَکُوۡنَا    مِنَ    الظّٰلِمِیۡنَ    ﴿۳۵﴾,0,<null>
1,2,36,6,7,   فَاَزَلَّہُمَا   الشَّیۡطٰنُ   عَنۡہَا   فَاَخۡرَجَہُمَا,0,<null>
1,2,36,6,8,مِمَّا       کَانَا       فِیۡہِ ۪       وَ       قُلۡنَا       اہۡبِطُوۡا      بَعۡضُکُمۡ      لِبَعۡضٍ      عَدُوٌّ ۚ      وَ      لَکُمۡ      فِی,0,<null>
1,2,36,6,9,الۡاَرۡضِ     مُسۡتَقَرٌّ     وَّ     مَتَاعٌ     اِلٰی     حِیۡنٍ     ﴿۳۶﴾,0,<null>
1,2,37,6,9,     فَتَلَقّٰۤی     اٰدَمُ     مِنۡ    رَّبِّہٖ    کَلِمٰتٍ,0,<null>
1,2,37,6,10,فَتَابَ   عَلَیۡہِ ؕ   اِنَّہٗ   ہُوَ   التَّوَّابُ   الرَّحِیۡمُ   ﴿۳۷﴾,0,<null>
1,2,38,6,10,  قُلۡنَا  اہۡبِطُوۡا  مِنۡہَا  جَمِیۡعًا ۚ,0,<null>
1,2,38,6,11,فَاِمَّا        یَاۡتِیَنَّکُمۡ        مِّنِّیۡ        ہُدًی        فَمَنۡ       تَبِعَ       ہُدَایَ       فَلَا       خَوۡفٌ       عَلَیۡہِمۡ,0,<null>
1,2,38,6,12,وَ    لَا    ہُمۡ    یَحۡزَنُوۡنَ    ﴿۳۸﴾,0,<null>
1,2,39,6,12,    وَ    الَّذِیۡنَ    کَفَرُوۡا    وَ   کَذَّبُوۡا   بِاٰیٰتِنَاۤ   اُولٰٓئِکَ   اَصۡحٰبُ,0,<null>
1,2,39,6,13,النَّارِ ۚ     ہُمۡ     فِیۡہَا     خٰلِدُوۡنَ     ٪﴿۳۹﴾,0,<null>
1,2,40,6,13,     یٰبَنِیۡۤ     اِسۡرَآءِیۡلَ     اذۡکُرُوۡا     نِعۡمَتِیَ    الَّتِیۡۤ,0,<null>
1,2,40,6,14,اَنۡعَمۡتُ            عَلَیۡکُمۡ            وَ            اَوۡفُوۡا           بِعَہۡدِیۡۤ           اُوۡفِ           بِعَہۡدِکُمۡ ۚ           وَ           اِیَّایَ,0,<null>
1,2,40,6,15,فَارۡہَبُوۡنِ    ﴿۴۰﴾,0,<null>
1,2,41,6,15,    وَ    اٰمِنُوۡا    بِمَاۤ    اَنۡزَلۡتُ    مُصَدِّقًا    لِّمَا   مَعَکُمۡ   وَ   لَا   تَکُوۡنُوۡۤا   اَوَّلَ,0,<null>
1,2,41,6,16,کَافِرٍۭ بِہٖ ۪ وَ لَا تَشۡتَرُوۡا بِاٰیٰتِیۡ ثَمَنًا قَلِیۡلًا ۫ وَّ اِیَّایَ فَاتَّقُوۡنِ ﴿۴۱﴾,0,<null>
1,2,42,6,16, وَ لَا تَلۡبِسُوا,0,<null>
1,2,42,7,1,الۡحَقَّ   بِالۡبَاطِلِ   وَ   تَکۡتُمُوا   الۡحَقَّ   وَ   اَنۡتُمۡ  تَعۡلَمُوۡنَ  ﴿۴۲﴾,0,<null>
1,2,43,7,1,  وَ  اَقِیۡمُوا  الصَّلٰوۃَ,0,<null>
1,2,43,7,2,وَ     اٰتُوا     الزَّکٰوۃَ     وَ    ارۡکَعُوۡا    مَعَ    الرّٰکِعِیۡنَ    ﴿۴۳﴾,0,<null>
1,2,44,7,2,    اَتَاۡمُرُوۡنَ    النَّاسَ    بِالۡبِرِّ    وَ,0,<null>
1,2,44,7,3,تَنۡسَوۡنَ اَنۡفُسَکُمۡ وَ اَنۡتُمۡ تَتۡلُوۡنَ الۡکِتٰبَ ؕ اَفَلَا تَعۡقِلُوۡنَ ﴿۴۴﴾,0,<null>
1,2,45,7,3, وَ اسۡتَعِیۡنُوۡا,0,<null>
1,2,45,7,4,بِالصَّبۡرِ     وَ     الصَّلٰوۃِ ؕ     وَ    اِنَّہَا    لَکَبِیۡرَۃٌ    اِلَّا    عَلَی    الۡخٰشِعِیۡنَ    ۙؖ﴿۴۵﴾,0,<null>
1,2,46,7,4,    الَّذِیۡنَ,0,<null>
1,2,46,7,5,یَظُنُّوۡنَ    اَنَّہُمۡ    مُّلٰقُوۡا    رَبِّہِمۡ    وَ   اَنَّہُمۡ   اِلَیۡہِ   رٰجِعُوۡنَ   ٪﴿۴۶﴾,0,<null>
1,2,47,7,5,   یٰبَنِیۡۤ   اِسۡرَآءِیۡلَ,0,<null>
1,2,47,7,6,اذۡکُرُوۡا   نِعۡمَتِیَ   الَّتِیۡۤ   اَنۡعَمۡتُ   عَلَیۡکُمۡ   وَ   اَنِّیۡ   فَضَّلۡتُکُمۡ   عَلَی  الۡعٰلَمِیۡنَ  ﴿۴۷﴾,0,<null>
1,2,48,7,7,وَ     اتَّقُوۡا     یَوۡمًا     لَّا     تَجۡزِیۡ     نَفۡسٌ     عَنۡ     نَّفۡسٍ     شَیۡئًا     وَّ    لَا    یُقۡبَلُ    مِنۡہَا,0,<null>
1,2,48,7,8,شَفَاعَۃٌ       وَّ       لَا       یُؤۡخَذُ      مِنۡہَا      عَدۡلٌ      وَّ      لَا      ہُمۡ      یُنۡصَرُوۡنَ      ﴿۴۸﴾,0,<null>
1,2,49,7,8,      وَ      اِذۡ,0,<null>
1,2,49,7,9,نَجَّیۡنٰکُمۡ         مِّنۡ         اٰلِ         فِرۡعَوۡنَ         یَسُوۡمُوۡنَکُمۡ        سُوۡٓءَ        الۡعَذَابِ        یُذَبِّحُوۡنَ,0,<null>
1,2,49,7,10,اَبۡنَآءَکُمۡ       وَ       یَسۡتَحۡیُوۡنَ       نِسَآءَکُمۡ ؕ       وَ       فِیۡ       ذٰلِکُمۡ       بَلَآ       ءٌ       مِّنۡ       رَّبِّکُمۡ,0,<null>
1,2,49,7,11,عَظِیۡمٌ    ﴿۴۹﴾,0,<null>
1,2,50,7,11,    وَ    اِذۡ    فَرَقۡنَا    بِکُمُ    الۡبَحۡرَ    فَاَنۡجَیۡنٰکُمۡ   وَ   اَغۡرَقۡنَاۤ   اٰلَ   فِرۡعَوۡنَ,0,<null>
1,2,50,7,12,وَ        اَنۡتُمۡ        تَنۡظُرُوۡنَ        ﴿۵۰﴾,0,<null>
1,2,51,7,12,        وَ        اِذۡ        وٰعَدۡنَا       مُوۡسٰۤی       اَرۡبَعِیۡنَ       لَیۡلَۃً       ثُمَّ,0,<null>
1,2,51,7,13,اتَّخَذۡتُمُ     الۡعِجۡلَ     مِنۡۢ     بَعۡدِہٖ     وَ     اَنۡتُمۡ     ظٰلِمُوۡنَ     ﴿۵۱﴾,0,<null>
1,2,52,7,13,     ثُمَّ     عَفَوۡنَا     عَنۡکُمۡ,0,<null>
1,2,52,7,14,مِّنۡۢ      بَعۡدِ      ذٰلِکَ      لَعَلَّکُمۡ     تَشۡکُرُوۡنَ     ﴿۵۲﴾,0,<null>
1,2,53,7,14,     وَ     اِذۡ     اٰتَیۡنَا     مُوۡسَی     الۡکِتٰبَ,0,<null>
1,2,53,7,15,وَ      الۡفُرۡقَانَ      لَعَلَّکُمۡ      تَہۡتَدُوۡنَ      ﴿۵۳﴾,0,<null>
1,2,54,7,15,      وَ      اِذۡ     قَالَ     مُوۡسٰی     لِقَوۡمِہٖ     یٰقَوۡمِ,0,<null>
1,2,54,7,16,اِنَّکُمۡ          ظَلَمۡتُمۡ          اَنۡفُسَکُمۡ          بِاتِّخَاذِکُمُ          الۡعِجۡلَ          فَتُوۡبُوۡۤا          اِلٰی         بَارِئِکُمۡ,0,<null>
1,2,54,8,1,فَاقۡتُلُوۡۤا اَنۡفُسَکُمۡ ؕ ذٰلِکُمۡ خَیۡرٌ لَّکُمۡ عِنۡدَ بَارِئِکُمۡ ؕ فَتَابَ عَلَیۡکُمۡ ؕ,0,<null>
1,2,54,8,2,اِنَّہٗ   ہُوَ   التَّوَّابُ   الرَّحِیۡمُ   ﴿۵۴﴾,0,<null>
1,2,55,8,2,   وَ   اِذۡ   قُلۡتُمۡ   یٰمُوۡسٰی   لَنۡ   نُّؤۡمِنَ   لَکَ,0,<null>
1,2,55,8,3,حَتّٰی   نَرَی   اللّٰہَ   جَہۡرَۃً  فَاَخَذَتۡکُمُ  الصّٰعِقَۃُ  وَ  اَنۡتُمۡ  تَنۡظُرُوۡنَ  ﴿۵۵﴾,0,<null>
1,2,56,8,4,ثُمَّ    بَعَثۡنٰکُمۡ    مِّنۡۢ   بَعۡدِ   مَوۡتِکُمۡ   لَعَلَّکُمۡ   تَشۡکُرُوۡنَ   ﴿۵۶﴾,0,<null>
1,2,57,8,4,   وَ   ظَلَّلۡنَا,0,<null>
1,2,57,8,5,عَلَیۡکُمُ     الۡغَمَامَ     وَ    اَنۡزَلۡنَا    عَلَیۡکُمُ    الۡمَنَّ    وَ    السَّلۡوٰی ؕ    کُلُوۡا    مِنۡ,0,<null>
1,2,57,8,6,طَیِّبٰتِ      مَا      رَزَقۡنٰکُمۡ ؕ      وَ      مَا      ظَلَمُوۡنَا      وَ      لٰکِنۡ      کَانُوۡۤا      اَنۡفُسَہُمۡ,0,<null>
1,2,57,8,7,یَظۡلِمُوۡنَ  ﴿۵۷﴾,0,<null>
1,2,58,8,7,  وَ  اِذۡ  قُلۡنَا  ادۡخُلُوۡا  ہٰذِہِ  الۡقَرۡیَۃَ  فَکُلُوۡا  مِنۡہَا  حَیۡثُ,0,<null>
1,2,58,8,8,شِئۡتُمۡ    رَغَدًا    وَّ    ادۡخُلُوا    الۡبَابَ    سُجَّدًا    وَّ    قُوۡلُوۡا    حِطَّۃٌ    نَّغۡفِرۡ   لَکُمۡ,0,<null>
1,2,58,8,9,خَطٰیٰکُمۡ ؕ  وَ  سَنَزِیۡدُ  الۡمُحۡسِنِیۡنَ  ﴿۵۸﴾,0,<null>
1,2,59,8,9,  فَبَدَّلَ  الَّذِیۡنَ  ظَلَمُوۡا  قَوۡلًا,0,<null>
1,2,59,8,10,غَیۡرَ     الَّذِیۡ     قِیۡلَ     لَہُمۡ     فَاَنۡزَلۡنَا     عَلَی     الَّذِیۡنَ     ظَلَمُوۡا    رِجۡزًا    مِّنَ,0,<null>
1,2,59,8,11,السَّمَآءِ    بِمَا    کَانُوۡا   یَفۡسُقُوۡنَ   ٪﴿۵۹﴾,0,<null>
1,2,60,8,11,   وَ   اِذِ   اسۡتَسۡقٰی   مُوۡسٰی   لِقَوۡمِہٖ,0,<null>
